,ID,Year,Zip Code,City,Returns,CA AGI,Avg Income
15873,15522,2011,90077,Los Angeles,"4,286","1,178,033,618",274856.19
15904,15142,2011,91105,Pasadena,"6,364","1,032,047,553",162169.63
15908,14725,2011,95108,San Jose,114,"4,937,533",43311.69
15899,14872,2011,92176,San Diego,401,"17,754,384",44275.27
16926,16488,2011,93314,Bakersfield,"9,379","910,675,403",97097.28
15869,15258,2011,94623,Oakland,317,"15,413,536",48623.14
15884,15998,2011,92310,Fort Irwin,"1,072","28,217,355",26322.16
16902,16371,2011,91503,Burbank,293,"17,268,949",58938.39
15872,15966,2011,93740,Fresno,11,"293,220",26656.36
15876,15136,2011,92061,Pauma Valley,"1,342","88,347,354",65832.6
15875,15549,2011,90043,Los Angeles,"19,485","771,755,976",39607.7
15892,15475,2011,95552,Mad River,130,"4,083,053",31408.1
16897,16414,2011,95525,Blue Lake,755,"31,126,436",41227.07
15906,15359,2011,95037,Morgan Hill,"19,408","1,790,643,451",92263.16
15900,15821,2011,92543,Hemet,"9,849","285,621,460",29000.05
15896,15253,2011,94619,Oakland,"11,172","775,248,188",69392.07
16052,16206,2011,95614,Cool,"1,795","112,426,082",62632.91
16878,16429,2011,92315,Big Bear Lake,"3,295","141,987,744",43091.88
16081,15630,2011,95236,Linden,"2,437","158,137,766",64890.34
15994,16221,2011,92324,Colton,"21,359","757,598,073",35469.74
16085,14986,2011,92507,Riverside,"18,140","680,012,449",37486.9
16084,16264,2011,95309,Chinese Camp,86,"3,036,259",35305.34
15995,16072,2011,95624,ElkGrove,"24,726","1,519,002,114",61433.39
15996,15132,2011,95946,Penn Valley,"4,250","236,679,790",55689.36
16083,16225,2011,95426,Cobb,866,"42,854,392",49485.44
15997,15735,2011,93529,June Lake,305,"11,967,526",39237.79
15998,15381,2011,90640,MonteBello,"26,732","1,015,981,707",38006.2
15999,15693,2011,90638,La Mirada,"20,733","1,142,329,415",55097.16
16082,14754,2011,95161,San Jose,847,"44,755,039",52839.48
16000,15149,2011,91117,Pasadena,292,"35,121,157",120277.93
16001,15334,2011,95554,Myers Flat,132,"4,306,962",32628.5
16002,16242,2011,91711,Claremont,"14,950","1,272,761,114",85134.52
16003,15963,2011,93722,Fresno,"27,904","1,211,748,445",43425.62
16086,15613,2011,92354,Loma Linda,"8,761","509,586,547",58165.34
16004,15085,2011,95669,Plymouth,"1,093","51,966,559",47544.88
16080,15073,2011,93041,Port Hueneme,"8,299","324,297,127",39076.65
16005,15825,2011,93627,Helm,99,"-3,983,772",-40240.12
16079,15546,2011,90094,Los Angeles,"2,759","321,339,105",116469.41
16006,15862,2011,95948,Gridley,"4,008","159,536,242",39804.45
16007,15867,2011,93927,Greenfield,"7,480","238,863,317",31933.6
16008,15248,2011,94613,Oakland,63,"3,384,123",53716.24
16078,15366,2011,92554,Moreno Valley,81,"3,407,622",42069.41
16077,16059,2011,91436,Encino,"9,171","2,834,278,748",309047.95
16009,14821,2011,92102,San Diego,"17,249","569,024,033",32988.81
16076,14809,2011,94105,San Francisco,"4,649","1,138,270,956",244842.11
16010,15190,2011,91333,Pacoima,345,"10,635,836",30828.51
16011,15603,2011,90804,Long Beach,"16,267","589,569,497",36243.28
15993,15317,2011,91322,Newhall,384,"16,925,500",44076.82
16087,15911,2011,95543,Gasquet,278,"14,518,240",52223.88
16013,15454,2011,90292,Marina Del Rey,"12,877","1,377,903,336",107005.0
15980,16155,2011,92629,Dana Point,"14,095","1,232,737,285",87459.19
15971,15772,2011,90305,Inglewood,"7,414","345,612,960",46616.26
15972,15222,2011,92857,Orange,144,"7,664,106",53222.96
15973,15659,2011,90711,Lakewood,278,"12,910,686",46441.32
15974,16094,2011,92019,El Cajon,"18,381","1,142,374,655",62149.76
15975,14958,2011,94573,Rutherford,361,"53,924,243",149374.63
16094,16143,2011,93616,Del Rey,977,"23,648,716",24205.44
15976,16136,2011,92241,Desert Hot Springs,"2,294","66,922,534",29172.86
15977,14885,2011,92674,San Clemente,715,"35,424,005",49544.06
15978,16023,2011,93016,Fillmore,715,"21,401,138",29931.66
16093,15889,2011,91206,Glendale,"14,508","863,321,683",59506.6
16092,15068,2011,96122,Portola,"1,488","55,561,101",37339.45
16091,16190,2011,94976,Corte Madera,255,"12,918,574",50661.07
15979,15909,2011,95634,Georgetown,"1,267","58,074,163",45835.96
16090,15926,2011,92833,Fullerton,"21,382","1,163,336,438",54407.28
15992,14694,2011,91108,San Marino,"6,524","1,412,824,780",216558.06
15981,14926,2011,95864,Sacramento,"10,868","1,030,768,536",94844.36
15982,15510,2011,90029,Los Angeles,"15,964","456,658,521",28605.52
15983,15761,2011,92603,Irvine,"8,856","1,652,417,143",186587.3
15984,15164,2011,90274,Palos Verdes Peninsula,"12,734","3,230,684,024",253705.36
15985,15097,2011,93256,Pixley,"1,701","28,614,626",16822.24
15986,15090,2011,90293,Playa Del Rey,"6,984","640,416,428",91697.66
15987,14900,2011,92423,San Bernardino,646,"34,554,600",53490.09
15988,14739,2011,95120,San Jose,"16,664","2,468,321,320",148122.98
15989,15312,2011,92658,Newport Beach,"1,405","868,098,468",617863.68
15990,15581,2011,90005,Los Angeles,"14,387","533,993,348",37116.38
16089,16027,2011,95536,Ferndale,"1,239","55,329,435",44656.53
16088,15398,2011,95354,Modesto,"8,256","343,704,830",41630.91
15991,14826,2011,92136,San Diego,229,"4,777,099",20860.69
16012,16126,2011,96023,Dorris,398,"14,951,141",37565.68
16014,15339,2011,91759,Mt Baldy,242,"13,821,247",57112.59
16096,15757,2011,92620,Irvine,"17,943","1,746,611,159",97342.2
16058,15662,2011,92040,Lakeside,"17,716","891,598,396",50327.3
16034,15999,2011,95538,Fort Dick,172,"10,298,064",59872.47
16062,16175,2011,95934,Crescent Mills,118,"4,603,099",39009.31
16035,15001,2011,93556,Ridgecrest,661,"37,921,924",57370.54
16036,14782,2011,94112,San Francisco,"38,749","1,717,548,258",44324.97
16037,16131,2011,94929,Dillon Beach,129,"11,509,966",89224.54
16061,15349,2011,91948,Mount Laguna,38,"1,798,040",47316.84
16038,15804,2011,92548,Homeland,"1,985","60,992,479",30726.69
16039,15677,2011,92677,Laguna Niguel,"30,321","3,005,739,893",99130.63
16040,15014,2011,91335,Reseda,"31,270","1,171,298,343",37457.57
16060,15514,2011,90004,Los Angeles,"25,752","1,368,792,740",53152.87
16041,15413,2011,96062,Millville,490,"29,522,368",60249.73
16042,15212,2011,93646,Orange Cove,"3,165","75,292,296",23789.04
16059,15239,2011,92049,Oceanside,310,"11,544,739",37241.09
16057,15216,2011,92665,Orange,10,"278,096",27809.6
16033,15598,2011,90801,Long Beach,826,"34,709,499",42021.19
16056,15371,2011,93020,Moorpark,360,"14,873,762",41316.01
16043,15627,2011,95456,Littleriver,319,"14,322,674",44898.66
16044,15117,2011,95559,Phillipsville,75,"2,458,912",32785.49
16045,15840,2011,95233,Hathaway Pines,169,"7,856,558",46488.51
16055,15184,2011,92260,Palm Desert,"13,019","593,813,483",45611.3
16046,15482,2011,96118,Loyalton,549,"23,777,550",43310.66
16054,14707,2011,94579,San Leandro,"9,662","481,393,620",49823.39
16053,15435,2011,92254,Mecca,"6,450","129,949,663",20147.23
16047,15495,2011,90016,Los Angeles,"20,235","671,742,812",33197.07
16048,16210,2011,94519,Concord,"8,352","457,979,580",54834.72
16049,14853,2011,92119,San Diego,"11,016","657,785,683",59711.84
16050,14804,2011,94115,San Francisco,"18,296","2,727,155,437",149057.47
16051,15708,2011,95329,La Grange,895,"41,167,278",45996.96
16063,14722,2011,95112,San Jose,"21,781","1,082,940,593",49719.51
16032,15175,2011,93590,Palmdale,619,"26,119,826",42196.81
16015,15322,2011,94560,Newark,"19,796","1,145,026,176",57841.29
16024,14868,2011,92163,San Diego,801,"31,032,725",38742.48
16075,15884,2011,93226,Glennville,112,"4,695,437",41923.54
16074,15815,2011,92345,Hesperia,"26,332","935,909,756",35542.68
16016,15207,2011,95963,Orland,"5,638","198,602,668",35225.73
16073,16270,2011,95712,Chicago Park,323,"18,139,122",56158.27
16017,16079,2011,94820,El Sobrante,470,"23,132,685",49218.48
16018,15586,2011,90721,Los Alamitos,36,"1,287,303",35758.42
16072,14941,2011,95820,Sacramento,"12,774","452,836,378",35449.85
16019,15033,2011,96003,Redding,"16,366","732,481,838",44756.31
16020,14914,2011,93905,Salinas,"27,466","715,883,401",26064.35
16071,15364,2011,92553,Moreno Valley,"25,072","782,458,011",31208.44
16021,15936,2011,93774,Fresno,44,"1,699,262",38619.59
16022,15793,2011,92648,Huntington Beach,"22,743","2,087,949,932",91806.27
16023,15307,2011,94946,Nicasio,306,"59,080,221",193072.62
16070,15531,2011,90045,Los Angeles,"17,845","1,479,583,363",82913.05
16064,16257,2011,91913,Chula Vista,"16,021","1,026,765,627",64088.74
16069,15729,2011,95452,Kenwood,897,"68,727,688",76619.5
16025,15146,2011,91101,Pasadena,"9,687","732,287,989",75594.92
16068,14677,2011,94913,San Rafael,171,"8,910,838",52110.16
16067,14954,2011,95822,Sacramento,"17,380","754,441,950",43408.63
15865,15781,2011,91933,ImperialBeach,413,"14,649,884",35471.87
16026,14771,2011,94129,San Francisco,"1,766","381,565,762",216062.15
16027,15471,2011,93639,Madera,505,"11,396,425",22567.18
16028,16168,2011,90232,Culver City,"8,150","608,235,033",74630.07
16066,15684,2011,91750,La Verne,"15,315","1,056,336,018",68973.95
16029,15740,2011,93528,Johannesburg,41,"1,154,952",28169.56
16030,15408,2011,93641,Miramonte,148,"5,796,633",39166.44
16065,15299,2011,93643,North Fork,"1,187","55,942,403",47129.24
16031,15276,2011,94949,Novato,"8,170","685,359,381",83887.32
16095,14922,2011,95824,Sacramento,"9,752","261,149,295",26779.05
15970,14794,2011,94109,San Francisco,"31,369","2,753,414,862",87775.03
15912,15688,2011,91744,La Puente,"33,731","1,080,523,140",32033.53
16124,15122,2011,94955,Petaluma,306,"17,887,004",58454.26
16126,15976,2011,93794,Fresno,101,"5,483,326",54290.36
16813,16510,2011,93423,Atascadero,"1,387","69,343,125",49995.04
15928,15836,2011,96041,Hayfork,668,"31,290,396",46841.91
15929,16040,2011,94930,Fairfax,"4,054","315,006,207",77702.57
16811,16434,2011,90210,Beverly Hills,"10,554","3,858,926,372",365636.38
15930,14767,2011,91776,San Gabriel,"17,492","604,877,805",34580.25
15931,14989,2011,92514,Riverside,144,"6,065,466",42121.29
15932,15121,2011,94954,Petaluma,"17,050","1,041,886,375",61107.71
16125,14786,2011,94108,San Francisco,"6,665","636,936,452",95564.36
15933,15591,2011,90803,Long Beach,"17,915","1,572,508,723",87776.09
16804,16566,2011,91901,Alpine,"6,646","461,062,015",69374.36
16799,16375,2011,91505,Burbank,"16,198","1,032,969,116",63771.4
16796,16328,2011,91304,Canoga Park,"21,276","1,076,402,404",50592.33
15934,15720,2011,95646,Kirkwood,57,"1,396,139",24493.67
15926,14814,2011,91773,San Dimas,"15,736","1,057,313,219",67190.72
15935,15771,2011,90309,Inglewood,142,"6,932,545",48820.74
16789,16302,2011,95609,Carmichael,828,"39,180,465",47319.4
16788,16471,2011,95914,Bangor,318,"13,336,764",41939.51
15936,15571,2011,90062,Los Angeles,"12,892","346,144,385",26849.55
15937,15344,2011,94035,Mountain View,98,"9,206,430",93943.16
15938,15180,2011,92264,Palm Springs,"8,669","419,424,423",48382.1
16778,16439,2011,95916,Berry Creek,460,"15,211,157",33067.73
16770,16478,2011,93312,Bakersfield,"22,251","1,638,166,485",73622.15
15939,15830,2011,94545,Hayward,"14,134","706,326,821",49973.6
16761,16407,2011,91902,Bonita,"8,362","579,490,680",69300.49
15940,15642,2011,95333,Le Grand,"1,014","42,546,000",41958.58
16123,15894,2011,91209,Glendale,595,"26,249,936",44117.54
15941,15857,2011,93483,Grover Beach,525,"18,980,551",36153.43
15927,14857,2011,92145,San Diego,229,"6,776,625",29592.25
16814,16571,2011,91801,Alhambra,"23,795","1,018,641,751",42809.07
15943,16055,2011,92025,Escondido,"18,285","890,208,136",48685.16
16848,16493,2011,93313,Bakersfield,"16,713","782,072,387",46794.26
16865,16366,2011,96013,Burney,"1,475","62,693,677",42504.19
15913,15554,2011,90063,Los Angeles,"19,191","515,617,390",26867.67
16856,16403,2011,93516,Boron,605,"24,508,181",40509.39
15914,15808,2011,95023,Hollister,"19,671","1,029,277,618",52324.62
16129,15129,2011,92570,Perris,"16,915","553,727,211",32735.87
16855,16520,2011,93202,Armona,"1,444","46,109,230",31931.6
16854,16388,2011,95526,Bridgeville,171,"5,458,107",31918.75
15915,15623,2011,94551,Livermore,"18,066","1,226,594,993",67895.22
15916,15285,2011,91330,Northridge,15,"448,830",29922.0
15917,15574,2011,90078,Los Angeles,725,"27,261,361",37601.88
16850,16535,2011,94531,Antioch,"16,804","1,004,601,897",59783.5
15918,16003,2011,95436,Forestville,"2,582","126,282,844",48908.92
16128,15744,2011,95327,Jamestown,"2,452","97,978,971",39958.8
16836,16461,2011,95915,Belden,15,"427,677",28511.8
16127,14997,2011,95471,Rio Nido,184,"6,208,356",33741.07
16831,16446,2011,94704,Berkeley,"5,238","250,240,190",47774.0
16825,16498,2011,91702,Azusa,"23,153","875,271,257",37803.79
16824,16311,2011,92018,Carlsbad,"1,009","45,268,453",44864.67
16822,16543,2011,92808,Anaheim,"8,996","841,643,875",93557.57
15919,16215,2011,90222,Compton,"11,730","311,536,830",26558.98
15920,15428,2011,95340,Merecd,"12,052","602,935,048",50027.8
15921,16119,2011,90242,Downey,"17,494","703,583,138",40218.54
16820,16360,2011,94514,Byron,538,"26,554,308",49357.45
15922,15602,2011,90807,Long Beach,"15,665","1,061,607,072",67769.36
15923,15681,2011,92651,Laguna Beach,"12,541","2,794,507,181",222829.69
16817,16339,2011,95419,Camp Meeker,103,"4,828,631",46879.91
15924,15952,2011,93714,Fresno,45,"1,947,032",43267.38
15925,15327,2011,92363,Needles,"1,613","56,678,970",35138.85
15942,14789,2011,94103,San Francisco,"12,674","1,065,548,288",84073.56
16122,15921,2011,92846,Garden Grove,175,"8,275,629",47289.31
15969,14965,2011,95678,Roseville,"18,327","989,066,871",53967.75
16104,15332,2011,94558,Napa,"30,371","1,952,121,002",64275.82
16112,15847,2011,95951,Hamilton City,"1,118","36,280,312",32451.08
15957,16104,2011,95938,Durham,"1,776","118,360,703",66644.54
16111,14990,2011,92506,Riverside,"19,409","1,433,400,777",73852.38
15958,16187,2011,92627,Costa Mesa,"28,210","1,384,375,088",49073.91
16110,14841,2011,92169,San Diego,804,"30,027,248",37347.32
15959,15527,2011,90013,Los Angeles,"3,924","256,252,866",65303.99
15960,15439,2011,96057,Mccloud,504,"16,040,226",31825.85
16109,15450,2011,94940,Marshall,101,"5,815,751",57581.69
15961,15114,2011,90660,Pico Rivera,"26,841","973,840,535",36281.83
16108,14836,2011,92192,San Diego,653,"60,830,711",93155.76
16107,16111,2011,94568,Dublin,"19,818","1,833,959,038",92540.07
16106,15959,2011,93712,Fresno,51,"2,039,990",39999.8
16105,16091,2011,92244,El Centro,"1,136","55,895,157",49203.48
15962,15542,2011,90018,Los Angeles,"19,484","563,495,323",28920.93
15956,14937,2011,95853,Sacramento,100,"2,530,036",25300.36
15963,15674,2011,94938,Lagunitas,328,"21,490,739",65520.55
15964,15835,2011,94543,Hayward,155,"6,222,342",40144.14
16103,14858,2011,92123,San Diego,"11,850","723,704,072",61072.07
15965,14882,2011,92195,San Diego,378,"15,205,611",40226.48
15966,15267,2011,95361,Oakdale,"12,573","700,670,841",55728.21
16102,14726,2011,95158,San Jose,345,"17,976,372",52105.43
15967,15053,2011,92066,Ranchita,127,"6,586,797",51864.54
16101,16158,2011,94014,Daly City,"22,099","1,019,090,211",46114.77
16100,15712,2011,91012,La Canada Flintridge,362,"47,701,897",131773.2
16099,14709,2011,92693,San Juan Capistrano,341,"30,088,782",88236.9
15968,15645,2011,93242,Laton,"1,395","28,288,310",20278.36
16098,15652,2011,93586,Lancaster,109,"4,868,374",44663.98
16097,14969,2011,93560,Rosamond,"6,805","332,197,811",48816.72
16113,15845,2011,93230,Hanford,"22,485","998,502,228",44407.48
15955,15725,2011,95328,Keyes,"1,134","36,978,141",32608.59
15944,15058,2011,95971,Quincy,"2,506","122,735,272",48976.57
16718,16583,2011,91301,Agoura Hills,"12,502","1,182,948,729",94620.76
16743,16466,2011,93604,Bass Lake,355,"19,944,708",56182.28
15945,16133,2011,91765,Diamond Bar,"21,820","1,506,753,260",69053.77
15946,16253,2011,91915,Chula Vista,"9,796","669,300,271",68323.83
16121,15499,2011,90037,Los Angeles,"21,361","496,013,338",23220.51
15947,15618,2011,95242,Lodi,"10,927","644,841,709",59013.61
16740,16296,2011,90749,Carson,352,"30,016,131",85273.1
15948,15872,2011,95949,Grass Valley,"8,353","449,574,736",53821.95
16735,16334,2011,95008,CampBell,"21,962","1,890,268,344",86069.95
16733,16539,2011,92305,Angelus Oaks,275,"14,688,971",53414.44
16730,16307,2011,93923,Carmel,"5,020","574,292,261",114400.85
15949,15427,2011,95348,Merecd,"9,649","384,972,243",39897.63
15950,15486,2011,93412,Los Osos,453,"21,970,448",48499.89
16725,16319,2011,95923,Canyon Dam,42,"1,472,860",35068.1
16713,16570,2011,92656,Aliso Viejo,"23,024","1,914,369,919",83146.71
16114,15100,2011,93448,Pismo Beach,844,"-3,531,740",-4184.53
15951,15295,2011,91603,North Hollywood,260,"8,404,252",32324.05
16709,16306,2011,93922,Carmel,"1,204","73,805,841",61300.53
16701,16324,2011,93608,Cantua Creek,491,"13,565,288",27627.88
16120,15161,2011,95969,Paradise,"10,150","430,484,455",42412.26
15527,14987,2011,92513,Riverside,606,"28,647,470",47273.05
16119,15376,2011,91755,Monterey Park,"12,324","485,257,564",39375.01
16118,15029,2011,92375,Redlands,657,"201,959,090",307395.88
15952,15703,2011,92093,La Jolla,81,"4,479,650",55304.32
16117,15244,2011,95465,Occidental,"1,053","57,167,674",54290.29
16116,15697,2011,91942,La Mesa,"17,831","865,111,685",48517.28
15953,15354,2011,94038,Moss Beach,"1,391","116,338,738",83636.76
15954,15904,2011,95442,Glen Ellen,"1,634","135,796,229",83106.63
16115,14675,2011,94582,San Ramon,"15,186","2,095,474,128",137987.23
16749,16392,2011,92821,Brea,"17,178","1,107,630,958",64479.62
15739,14703,2011,93406,San Luis Obispo,"1,135","108,645,994",95723.34
15864,14962,2011,96084,Round Mountain,174,"7,830,636",45003.66
15642,15900,2011,91222,Glendale,125,"6,361,150",50889.2
15634,14896,2011,92415,San Bernardino,42,"1,405,957",33475.17
15635,15977,2011,93721,Fresno,"1,175","54,804,607",46642.22
15636,14764,2011,92581,San Jacinto,683,"24,239,137",35489.22
15637,14903,2011,93450,San Ardo,240,"44,557,737",185657.24
15638,15861,2011,95950,Grimes,208,"8,990,164",43221.94
15639,15451,2011,96120,Markleeville,295,"17,702,575",60008.73
15640,15745,2011,91934,Jacumba,238,"7,136,557",29985.53
15641,15597,2011,90806,Long Beach,"16,488","570,483,814",34599.94
15643,14925,2011,95818,Sacramento,"9,739","709,358,600",72836.9
15695,15483,2011,95457,Lower Lake,"1,374","50,507,926",36759.77
15644,15292,2011,91601,North Hollywood,"17,874","715,032,845",40004.08
15645,15019,2011,94065,Redwood City,"5,821","1,085,462,277",186473.51
15646,15464,2011,93546,Mammoth Lakes,"4,396","190,254,229",43278.94
15647,14864,2011,92127,San Diego,"15,934","1,918,768,915",120419.79
15648,15167,2011,96073,Palo Cedro,"2,162","128,607,003",59485.2
15649,14970,2011,94927,Rohnert Park,430,"5,121,637",11910.78
15650,15580,2011,90083,Los Angeles,207,"10,031,903",48463.3
15651,15200,2011,93030,Oxnard,"24,830","1,234,032,867",49699.27
15633,15002,2011,93555,Ridgecrest,"11,963","696,716,512",58239.28
15632,14787,2011,94131,San Francisco,"15,451","2,131,674,241",137963.51
15631,14732,2011,95133,San Jose,"11,251","617,481,833",54882.4
15630,16093,2011,92022,El Cajon,568,"37,339,182",65738.0
15613,15380,2011,93943,Monterey,73,"7,450,011",102054.95
15614,14672,2011,92143,San Ysidro,"1,184","30,220,858",25524.37
15615,14788,2011,94141,San Francisco,267,"14,686,585",55005.94
15616,15661,2011,90713,Lakewood,"13,064","812,517,844",62195.18
15617,15228,2011,95961,Olivehurst,"7,812","309,147,231",39573.38
15618,16088,2011,95623,El Dorado,"2,087","112,610,452",53958.05
15619,16258,2011,91909,Chula Vista,311,"10,889,126",35013.27
15620,15905,2011,95020,Gilroy,"23,262","1,506,608,801",64766.95
15621,14700,2011,93403,San Luis Obispo,531,"34,745,404",65433.91
15622,15438,2011,95519,Mckinleyville,"6,727","321,379,332",47774.54
15623,15030,2011,96002,Redding,"11,891","514,782,447",43291.77
15624,15162,2011,91402,Panorama City,"25,325","755,361,814",29826.73
15625,15264,2011,94601,Oakland,"18,430","594,857,978",32276.61
15626,16052,2011,92030,Escondido,642,"3,174,889",4945.31
15627,16184,2011,96022,Cottonwood,"5,836","260,772,341",44683.4
15628,14793,2011,94147,San Francisco,392,"47,137,228",120248.03
15629,15992,2011,93225,Frazier Park,"1,906","85,042,210",44618.16
15652,16222,2011,95613,Coloma,231,"11,362,148",49186.79
15653,15316,2011,91321,Newhall,"14,473","740,549,823",51167.68
15654,15424,2011,95344,Merecd,579,"26,998,303",46629.19
15675,15321,2011,92365,Newberry Springs,643,"25,733,340",40020.75
15677,15547,2011,90073,Los Angeles,83,"2,747,692",33104.72
15678,15585,2011,93440,Los Alamos,778,"40,758,418",52388.71
15679,15565,2011,90023,Los Angeles,"16,465","407,517,263",24750.52
15680,15937,2011,93717,Fresno,34,"1,014,359",29834.09
15681,14957,2011,95680,Ryde,68,"3,320,527",48831.28
15682,15794,2011,92647,Huntington Beach,"26,025","1,471,327,612",56535.16
15683,15071,2011,91326,Porter Ranch,"15,487","1,291,702,468",83405.6
15684,15624,2011,94550,Livermore,"21,363","2,015,462,164",94343.59
15685,15409,2011,91752,Mira Loma,"11,604","499,725,761",43064.96
15686,16169,2011,95313,Crows Landing,631,"26,692,318",42301.61
15687,15910,2011,96034,Gazelle,123,"4,255,148",34594.7
15688,15277,2011,94948,Novato,864,"51,209,680",59270.46
15689,15084,2011,95468,Point Arena,577,"17,931,265",31076.72
15690,15172,2011,94302,Palo Alto,400,"30,666,472",76666.18
15691,15805,2011,92250,Holtville,"3,024","144,458,020",47770.51
15692,15089,2011,95668,Pleasant Grove,371,"20,902,664",56341.41
15693,15762,2011,95640,Ione,"3,114","152,237,841",48888.2
15676,15377,2011,93942,Monterey,896,"60,343,934",67348.14
15674,15245,2011,94562,Oakville,110,"4,702,750",42752.27
15655,15713,2011,95720,Kyburz,47,"1,899,884",40423.06
15673,15453,2011,90295,Marina Del Rey,779,"47,737,546",61280.55
15656,15829,2011,94540,Hayward,467,"20,894,155",44741.23
15657,15945,2011,93723,Fresno,"3,420","206,525,738",60387.64
15658,15057,2011,95972,Rackerby,76,"2,418,659",31824.46
15659,15694,2011,90639,La Mirada,56,"1,077,899",19248.2
15660,16125,2011,93620,Dos Palos,"3,154","111,306,114",35290.46
15661,15217,2011,92859,Orange,230,"7,739,340",33649.3
15662,15730,2011,94914,Kentfield,224,"33,239,028",148388.52
15663,15846,2011,93232,Hanford,687,"31,146,422",45336.86
15664,15333,2011,94559,Napa,"12,242","675,520,410",55180.56
15665,16174,2011,95312,Cressey,170,"5,840,164",34353.91
15666,15685,2011,92248,La Quinta,705,"29,618,579",42012.17
15667,15826,2011,92342,Helendale,"2,441","124,028,177",50810.4
15668,16275,2011,90703,Cerritos,"23,568","1,580,620,224",67066.37
15669,15189,2011,91334,Pacoima,107,"3,646,602",34080.39
15670,15612,2011,94021,Loma Mar,106,"6,515,887",61470.63
15671,15844,2011,96039,Happy Camp,356,"12,241,764",34386.98
15672,15432,2011,92584,Menifee,"15,494","789,695,503",50967.83
15612,15570,2011,90027,Los Angeles,"22,961","1,369,892,550",59661.71
15611,14832,2011,92124,San Diego,"10,775","763,828,355",70888.94
15610,15643,2011,95454,Laytonville,916,"28,351,307",30951.21
15548,14852,2011,92139,San Diego,"14,781","617,461,909",41774.03
15550,15196,2011,93035,Oxnard,"12,450","713,688,484",57324.38
15551,15328,2011,95463,Navarro,44,"5,609,918",127498.14
15552,15560,2011,90059,Los Angeles,"14,188","354,735,285",25002.49
15553,15345,2011,94040,Mountain View,"15,561","1,806,884,013",116116.19
15554,15734,2011,93237,Kaweah,22,"1,480,212",67282.36
15555,15135,2011,96075,Paynes Creek,64,"2,234,336",34911.5
15556,16083,2011,91731,El Monte,"10,975","321,899,977",29330.29
15557,15301,2011,92860,Norco,"10,376","604,660,088",58274.87
15558,16073,2011,95939,ElkCreek,152,"5,482,223",36067.26
15559,15185,2011,92255,Palm Desert,788,"21,563,736",27365.15
