,ID,Year,Zip Code,City,Returns,CA AGI,Avg Income
18353,18085,2010,90633,La Habra,263,"14,617,980",55581.67
18355,18620,2010,91711,Claremont,"14,710","17,061,356",1159.85
18356,18686,2010,93922,Carmel,"1,211","25,851,773",21347.46
18357,18273,2010,91208,Glendale,"7,558","28,631,899",3788.29
18321,18947,2010,95701,Alta,385,"19,811,533",51458.53
18320,18786,2010,95415,Boonville,645,"21,783,202",33772.41
18319,18874,2010,93302,Bakersfield,332,"202,957,274",611317.09
18318,17925,2010,90011,Los Angeles,"32,886","728,782,565",22160.88
18292,18439,2010,91436,Encino,"8,922","538,035,408",60304.35
18519,18312,2010,92834,Fullerton,607,"415,264,907",684126.7
18290,18964,2010,91301,Agoura Hills,"12,385","2,499,066,289",201781.69
18294,18054,2010,92637,Laguna Woods,"9,435","1,428,135,406",151365.7
18297,18831,2010,94702,Berkeley,"7,739","430,105,005",55576.3
18299,18571,2010,92178,Coronado,697,"43,153,598",61913.34
18300,18730,2010,92320,Calimesa,"3,257","140,267,516",43066.48
18301,18075,2010,91943,La Mesa,242,"9,861,552",40750.21
18303,18305,2010,92633,Fullerton,17,"1,898,690,834",111687696.12
18305,18799,2010,95514,Blocksburg,70,"2,470,202",35288.6
18306,18086,2010,90632,La Habra,368,"1,518,345,879",4125939.89
18307,18902,2010,93202,Armona,"1,446","7,097,115",4908.1
18310,17943,2010,90051,Los Angeles,327,"16,428,948",50241.43
18313,18683,2010,95608,Carmichael,"25,190","1,570,537,704",62347.67
18315,18610,2010,93619,Clovis,"11,635","286,315,945",24608.16
18316,18742,2010,95920,Butte City,128,"8,232,852",64319.16
18317,18318,2010,93711,Fresno,"17,034","424,837,907",24940.58
18358,18405,2010,95537,Fields Landing,137,"4,704,126",34336.69
18362,18488,2010,95430,Duncans Mills,114,"5,262,169",46159.38
18429,17979,2010,90814,Long Beach,"9,448","584,344,059",61848.44
18415,18782,2010,95006,Boulder Creek,"4,043","298,825,915",73911.93
18402,18771,2010,94513,Brentwood,"21,534","2,388,258",110.91
18404,17947,2010,90003,Los Angeles,"21,556","506,118,558",23479.24
18406,18870,2010,93306,Bakersfield,"22,076","308,594,035",13978.71
18407,17994,2010,95242,Lodi,"10,907","622,724,095",57093.99
18408,18507,2010,95935,Dobbins,275,"8,369,894",30435.98
18411,18914,2010,92307,Apple Valley,"14,123","643,578,322",45569.52
18412,18185,2010,95234,Holt,147,"4,242,883",28863.15
18413,18671,2010,96016,Cassel,133,"6,239,442",46913.1
18416,18317,2010,93730,Fresno,"4,097","53,134,528",12969.13
18364,18520,2010,95315,Delhi,"4,213","133,857,731",31772.54
18418,18226,2010,95951,Hamilton City,"1,127","31,136,015",27627.34
18419,18053,2010,94938,Lagunitas,309,"18,099,065",58573.03
18421,18129,2010,92618,Irvine,"7,560","65,423,406",8653.89
18422,18190,2010,92346,Highland,"20,718","1,074,976,341",51886.11
18423,18349,2010,93778,Fresno,30,"1,828,690",60956.33
18425,17958,2010,90053,Los Angeles,208,"16,717,278",80371.53
18426,18142,2010,93527,InyoKern,877,"12,656,532",14431.62
18427,18217,2010,90250,Hawthorne,"38,140","1,446,522,911",37926.66
18401,18322,2010,93790,Fresno,92,"1,417,097",15403.23
18397,18090,2010,91011,La Canada Flintridge,"9,427","43,721,190",4637.87
18393,18754,2010,91508,Burbank,131,"56,365,284",430269.34
18392,18539,2010,94015,Daly City,"28,755","66,371,546",2308.17
18365,18739,2010,92230,Cabazon,760,"20,646,492",27166.44
18368,18603,2010,95426,Cobb,918,"44,782,083",48782.23
18369,18652,2010,91311,Chatsworth,"17,351","28,266,230",1629.08
18370,18703,2010,94516,Canyon,116,"181,378,122",1563604.5
18371,18026,2010,94939,Larkspur,"3,451","673,216,142",195078.57
18372,18245,2010,96037,Greenview,157,"6,183,152",39383.13
18377,18835,2010,95005,Ben Lomond,"2,793","182,321,490",65278.01
18378,18258,2010,93926,Gonzales,"4,020","233,984,093",58205.0
18380,18097,2010,96050,Klamath River,144,"4,524,910",31422.99
18382,18960,2010,94501,Alameda,"28,356","1,714,333,031",60457.51
18384,18850,2010,92311,Barstow,"11,071","419,492,371",37891.1
18385,18443,2010,95319,Empire,866,"26,775,613",30918.72
18386,18361,2010,93703,Fresno,"9,605","292,820,006",30486.21
18387,18058,2010,92654,Laguna Hills,561,"1,809,945,462",3226284.25
18389,18718,2010,93208,Camp Nelson,59,"4,023,249",68190.66
18390,18803,2010,94512,Birds Landing,60,"35,383,669",589727.82
18391,18460,2010,90245,El Segundo,"9,194","814,271,279",88565.51
18518,18899,2010,93421,Arroyo Grande,769,"756,319,487",983510.39
18677,18583,2010,95614,Cool,"1,745","111,117,839",63677.84
18521,18889,2010,92811,Atwood,116,"804,390,197",6934398.25
18675,18928,2010,92808,Anaheim,"8,892","730,679,584",82172.69
18680,18452,2010,95757,ElkGrove,"13,826","928,472,211",67154.07
18685,18611,2010,95425,Cloverdale,"4,666","217,246,016",46559.37
18686,18357,2010,93706,Fresno,"11,173","353,497,548",31638.55
18687,18743,2010,95225,Burson,341,"13,594,064",39865.29
18688,18225,2010,93232,Hanford,636,"952,283,475",1497301.06
18690,18875,2010,93307,Bakersfield,"22,673","1,057,352,680",46634.88
18691,18913,2010,92308,Apple Valley,"13,241","568,602,762",42942.58
18692,18186,2010,95024,Hollister,"1,259","48,424,418",38462.6
18693,18125,2010,95642,Jackson,"3,354","159,307,863",47497.87
18698,18420,2010,94930,Fairfax,"4,009","296,951,452",74071.2
18699,18521,2010,93216,Delano,977,"397,928,515",407296.33
18701,18643,2010,96105,Chilcoot,179,"7,927,458",44287.47
18702,18479,2010,92650,East Irvine,44,"64,312,629",1461650.66
18703,18598,2010,95310,Columbia,"1,114","43,700,672",39228.61
18707,18775,2010,92821,Brea,"16,604","5,762,307",347.04
18711,18218,2010,90716,Hawaiian Gardens,"5,369","365,599,536",68094.53
18712,18551,2010,93432,Creston,648,"109,389,533",168811.01
18676,18658,2010,95924,Cedar Ridge,784,"30,018,481",38288.88
18672,18394,2010,92337,Fontana,"14,143","590,694,062",41765.82
18715,18918,2010,95843,Antelope,"17,674","849,502,369",48065.09
18671,18362,2010,93744,Fresno,268,"101,047,333",377042.29
18646,18467,2010,95762,El Dorado Hills,"16,371","1,879,550,704",114809.77
18647,18385,2010,95942,Forest Ranch,615,"32,555,902",52936.43
18648,18933,2010,92816,Anaheim,137,"9,252,462",67536.22
18649,18153,2010,90308,Inglewood,243,"11,410,259",46955.8
18651,18098,2010,95548,Klamath,338,"6,723,991",19893.46
18652,18262,2010,95717,Gold Run,135,"6,093,725",45138.7
18654,17966,2010,95650,Loomis,"5,695","452,880,394",79522.46
18655,18526,2010,92328,Death Valley,226,"7,007,148",31005.08
18656,18780,2010,95416,Boyes Hot Springs,"1,331","42,161,316",31676.42
18657,18753,2010,91503,Burbank,323,"757,897,344",2346431.41
18659,18336,2010,93722,Fresno,"27,373","42,572,736",1555.28
18660,17998,2010,95237,Lockeford,"1,657","73,688,247",44470.88
18663,18566,2010,92628,Costa Mesa,713,"34,370,915",48206.05
18666,18484,2010,95938,Durham,"1,774","105,536,208",59490.53
18667,18423,2010,95501,Eureka,"8,079","54,094,548",6695.7
18668,18731,2010,93207,California Hot Springs,100,"25,704,790",257047.9
18669,18790,2010,94924,Bolinas,683,"33,998,250",49777.82
18713,18849,2010,92312,Barstow,687,"29,804,110",43382.98
18716,18057,2010,92653,Laguna Hills,"14,355","97,444,483",6788.19
18644,18130,2010,92697,Irvine,27,"96,210,998",3563370.3
18750,18010,2010,95648,Lincoln,"20,601","1,189,723,821",57750.78
18753,18372,2010,93225,Frazier Park,"2,033","8,402,018",4132.82
18754,18157,2010,92210,Indian Wells,"1,947","314,807,518",161688.5
18756,18785,2010,93596,Boron,104,"2,863,518",27533.83
18759,18929,2010,92803,Anaheim,811,"881,855,162",1087367.65
18761,18389,2010,92610,Foothill Ranch,"4,695","893,572,030",190324.18
18763,18025,2010,95330,Lathrop,"6,704","320,327,509",47781.55
18764,18126,2010,93235,Ivanhoe,"1,505","49,959,436",33195.64
18765,18240,2010,95950,Grimes,218,"8,669,949",39770.41
18767,18834,2010,94510,Benicia,"12,905","1,071,173,485",83004.53
18768,17978,2010,90807,Long Beach,"15,481","1,013,968,293",65497.6
18769,18455,2010,95431,Eldridge,119,"6,263,740",52636.47
18770,18654,2010,90703,Cerritos,"23,320","18,399,968",789.02
18772,18094,2010,94548,Knightsen,390,"18,501,455",47439.63
18774,18438,2010,91316,Encino,"13,408","18,214,245",1358.46
18288,18814,2010,96009,Bieber,226,"5,523,254",24439.18
18776,18802,2010,93514,Bishop,"5,485","33,513,365",6110.0
18775,18570,2010,92118,Coronado,"7,034","640,969,022",91124.4
18751,18229,2010,95322,Gustine,"3,386","108,162,583",31944.06
18748,18758,2010,91505,Burbank,"15,790","542,071,182",34330.03
18717,18516,2010,92240,Desert Hot Springs,"11,189","323,567,325",28918.34
18747,18890,2010,95301,Atwater,"12,488","529,794,098",42424.26
18721,18965,2010,91376,Agoura Hills,450,"655,859,196",1457464.88
18724,18626,2010,95610,Citrus Heights,"18,609","771,295,832",41447.46
18725,18881,2010,93424,Avila Beach,701,"70,105,399",100007.7
18726,18304,2010,95439,Fulton,420,"20,588,133",49019.36
18731,18089,2010,91224,La Crescenta,204,"14,619,693",71665.16
18733,18907,2010,91007,Arcadia,"14,428","106,999,823",7416.12
18734,18289,2010,96034,Gazelle,131,"4,958,430",37850.61
18735,17954,2010,90058,Los Angeles,"1,233","19,214,090",15583.2
18737,18257,2010,95944,Goodyears Bar,27,"707,811",26215.22
18738,18070,2010,90623,La Palma,"7,069","13,830,082",1956.44
18739,18494,2010,91010,Duarte,"11,151","1,952,992,477",175140.57
18740,18042,2010,93634,Lakeshore,32,"1,580,291",49384.09
18741,18770,2010,93517,Bridgeport,337,"25,607,985",75988.09
18742,18511,2010,94929,Dillon Beach,123,"11,517,274",93636.37
18743,18684,2010,93924,Carmel Valley,"2,929","95,516,062",32610.47
18744,18321,2010,93707,Fresno,38,"297,935,985",7840420.66
18746,18400,2010,93623,Fish Camp,44,"131,968,896",2999293.09
18645,18748,2010,94011,Burlingame,643,"225,145,968",350149.25
18643,18368,2010,94539,Fremont,"21,160","2,920,650,989",138026.98
18523,18017,2010,93244,Lemon Cove,231,"22,821,459",98794.19
18553,18843,2010,95915,Belden,12,"213,195",17766.25
18555,18579,2010,92883,Corona,"11,353","792,824,314",69833.9
18556,18171,2010,92646,Huntington Beach,"26,977","2,153,528,319",79828.31
18557,18430,2010,92027,Escondido,"20,638","1,022,523,194",49545.65
18559,18562,2010,95311,Coulterville,732,"26,965,651",36838.32
18560,18447,2010,95626,Elverta,"2,435","110,711,677",45466.81
18561,18694,2010,95528,Carlotta,372,"14,797,621",39778.55
18562,18826,2010,94708,Berkeley,"5,787","733,065,765",126674.57
18563,17986,2010,93437,Lompoc,591,"882,849,691",1493823.5
18565,18102,2010,96143,Kings Beach,"1,527","48,779,253",31944.5
18568,18662,2010,95306,Catheys Valley,389,"21,149,208",54368.14
18569,18711,2010,95922,Camptonville,196,"6,778,261",34582.96
18571,18282,2010,95232,Glencoe,158,"5,436,267",34406.75
18573,18121,2010,96114,Janesville,"1,221","67,916,293",55623.5
18574,18267,2010,91740,Glendora,"11,126","1,008,081,293",90605.9
18576,18435,2010,92046,Escondido,878,"10,216,845",11636.5
18577,18003,2010,95953,Live Oak,"3,642","138,935,492",38148.13
18578,18968,2010,93510,Acton,"3,551","154,689,596",43562.26
18554,18340,2010,93708,Fresno,34,"1,515,107",44561.97
18552,18413,2010,93223,Farmersville,"3,181","38,016,493",11951.11
18580,18948,2010,91901,Alpine,"6,530","471,445,704",72196.89
18551,18018,2010,95585,Leggett,138,"2,643,048",19152.52
18524,18144,2010,90302,Inglewood,"12,243","443,096,574",36191.83
18526,18329,2010,93712,Fresno,39,"1,401,939,598",35947169.18
18531,18166,2010,93234,Huron,"2,311","28,595,849",12373.8
18532,18750,2010,91502,Burbank,"5,037","24,611,206",4886.08
18534,18408,2010,95018,Felton,"3,486","208,023,400",59673.95
18535,18428,2010,95627,Esparto,"1,495","58,287,538",38988.32
18536,18213,2010,94543,Hayward,169,"2,237,167",13237.67
18537,17975,2010,90806,Long Beach,"15,761","555,125,198",35221.45
18538,18107,2010,93630,Kerman,"6,549","3,695,495",564.28
18540,18208,2010,94542,Hayward,"5,272","407,486,856",77292.65
18543,18193,2010,92345,Hesperia,"25,815","918,922,338",35596.45
18545,18134,2010,92623,Irvine,607,"79,829,212",131514.35
18546,18353,2010,93729,Fresno,796,"158,292,862",198860.38
18547,18821,2010,95916,Berry Creek,483,"16,316,234",33781.02
18548,18149,2010,90304,Inglewood,"10,664","279,457,487",26205.69
18549,17961,2010,94023,Los Altos,446,"7,262,269",16283.11
18550,18281,2010,91225,Glendale,366,"11,085,897",30289.34
18579,18615,2010,95424,ClearLakePark,193,"5,348,339",27711.6
18581,18699,2010,95923,Canyon Dam,57,"1,621,262",28443.19
18642,18817,2010,90209,Beverly Hills,578,"342,698,683",592904.3
18617,18462,2010,95317,El Nido,382,"5,741,304",15029.59
18620,18198,2010,94547,Hercules,"11,207","740,986,745",66118.21
18621,18926,2010,92812,Anaheim,516,"23,408,426",45365.17
18622,17971,2010,90810,Long Beach,"14,714","524,147,758",35622.38
18623,18325,2010,93771,Fresno,40,"11,845,338",296133.45
18624,18093,2010,95550,Korbel,70,"2,663,468",38049.54
18625,18308,2010,92836,Fullerton,242,"28,984,190",119769.38
18626,18594,2010,90224,Compton,484,"16,827,218",34766.98
18627,18531,2010,95017,Davenport,412,"36,304,668",88118.13
18628,18330,2010,93701,Fresno,"2,715","53,893,193",19850.16
18629,18176,2010,95325,Hornitos,50,"2,565,123",51302.46
18630,18689,2010,92009,Carlsbad,"18,012","441,758,738",24525.8
18633,18038,2010,90713,Lakewood,"12,916","837,704,349",64857.88
18634,18066,2010,92247,La Quinta,781,"42,428,836",54326.29
18635,18716,2010,95009,CampBell,357,"20,166,064",56487.57
18636,18630,2010,91913,Chula Vista,"15,202","964,378,235",63437.59
18637,17934,2010,90059,Los Angeles,"13,177","336,388,008",25528.42
18640,17993,2010,95551,Loleta,525,"25,832,884",49205.49
18618,18293,2010,90247,Gardena,"20,390","732,184,975",35909.02
18616,18721,2010,93428,Cambria,"3,172","143,701,220",45303.03
18582,18958,2010,94706,Albany,"8,558","605,417,828",70742.91
18614,18061,2010,94549,Lafayette,"13,211","2,151,748,873",162875.55
18585,18235,2010,93434,Guadalupe,"2,543","225,208,361",88560.11
18587,18811,2010,92315,Big Bear Lake,"3,436","145,643,490",42387.51
18588,18858,2010,93386,Bakersfield,351,"7,474,695",21295.43
18590,18795,2010,92226,Blythe,801,"34,271,995",42786.51
18591,18647,2010,95926,Chico,"12,949","565,368,930",43661.2
18593,18726,2010,95418,Calpella,265,"8,185,712",30889.48
18595,18922,2010,95222,Angels Camp,"1,566","82,575,550",52730.24
18596,18679,2010,93013,Carpinteria,"7,539","66,197,471",8780.67
18597,18943,2010,96101,Alturas,"1,961","76,742,689",39134.47
18598,18853,2010,95914,Bangor,349,"13,125,588",37609.13
18603,18203,2010,92546,Hemet,502,"60,059,211",119639.86
18604,18161,2010,92251,Imperial,"5,966","338,418,932",56724.59
18606,18763,2010,92318,Bryn Mawr,187,"10,295,001",55053.48
18607,18250,2010,95945,Grass Valley,"10,268","443,088,878",43152.4
18610,17929,2010,90095,Los Angeles,52,"5,601,348",107718.23
18611,17939,2010,90021,Los Angeles,"1,112","71,690,216",64469.62
18613,18499,2010,90242,Downey,"17,029","680,420,937",39956.6
18289,18846,2010,95903,Beale Afb,245,"4,873,968",19893.75
17976,17809,2010,94026,Menlo Park,763,"2,661,766,341",3488553.53
18287,18648,2010,95929,Chico,15,"265,130",17675.33
18004,17596,2010,92865,Orange,"8,679","452,503,235",52137.72
54,17907,2010,90045,Los Angeles,"17,617","1,399,690,347",79451.12
53,17902,2010,90056,Los Angeles,"4,472","339,100,207",75827.42
52,17921,2010,90039,Los Angeles,"14,515","802,680,818",55300.09
18000,17200,2010,92162,San Diego,184,"1,435,825",7803.4
18001,17083,2010,92675,San Juan Capistrano,"15,140","1,149,862,762",75948.66
51,17915,2010,90055,Los Angeles,110,"13,026,690",118424.45
18003,17645,2010,96069,Oak Run,344,"14,112,327",41024.21
18005,16623,2010,91396,Winnetka,280,"778,864,897",2781660.35
56,17910,2010,90060,Los Angeles,134,"3,739,960",27910.15
18006,17777,2010,95351,Modesto,"13,076","380,330,089",29086.12
18007,16788,2010,92679,Trabuco Canyon,"13,705","2,080,304,789",151791.67
50,17911,2010,90065,Los Angeles,"19,730","879,549,468",44579.29
18009,16640,2010,90602,Whittier,"9,656","724,352,733",75015.82
49,17906,2010,90087,Los Angeles,125,"4,310,815",34486.52
18011,17089,2010,95136,San Jose,"19,461","1,324,018,837",68034.47
48,17901,2010,90077,Los Angeles,"4,312","1,153,145,986",267427.18
55,17922,2010,90078,Los Angeles,741,"37,605,369",50749.49
17994,16608,2010,91367,WoodlandHills,"18,971","23,940,761",1261.97
62,17904,2010,90044,Los Angeles,"30,049","714,587,863",23780.75
59,17918,2010,90066,Los Angeles,"27,082","1,725,943,711",63730.29
61,17908,2010,90072,Los Angeles,91,"2,220,830",24404.73
60,17913,2010,90070,Los Angeles,65,"1,910,707",29395.49
17979,17430,2010,92066,Ranchita,134,"1,784,631,421",13318144.93
17980,16704,2010,95486,Villa Grande,69,"2,118,993",30710.04
17981,17530,2010,91104,Pasadena,"15,376","1,028,917,556",66917.11
17982,17072,2010,93403,San Luis Obispo,496,"309,206,689",623400.58
17983,17149,2010,94134,San Francisco,"18,475","715,487,660",38727.34
17985,17147,2010,94121,San Francisco,"21,386","681,772,821",31879.4
57,17914,2010,90001,Los Angeles,"18,574","434,698,041",23403.58
17986,17762,2010,91763,Montclair,"14,439","492,626,902",34117.8
17987,16655,2010,95387,Westley,511,"15,770,811",30862.64
17988,16885,2010,95480,Stewarts Point,63,"4,930,384",78260.06
17989,17017,2010,93102,Santa Barbara,548,"698,412,086",1274474.61
17990,16846,2010,94086,Sunnyvale,"21,830","35,251,465",1614.82
58,17903,2010,90027,Los Angeles,"22,188","1,297,660,361",58484.78
17992,17718,2010,94041,Mountain View,"6,815","35,552,082",5216.74
18013,16719,2010,90294,VeNice,482,"28,244,524",58598.6
18014,17617,2010,92056,Oceanside,"22,954","1,091,888,437",47568.55
18015,17843,2010,90263,Malibu,83,"2,095,834",25251.01
18045,17375,2010,95562,Rio Dell,"1,023","33,741,981",32983.36
18036,17237,2010,92105,San Diego,"23,387","699,026,991",29889.55
18037,17628,2010,94607,Oakland,"9,077","420,274,163",46301.0
18038,17892,2010,90089,Los Angeles,163,"7,483,135",45908.8
18040,17078,2010,94580,San Lorenzo,"12,281","589,763,644",48022.44
18042,17168,2010,94131,San Francisco,"15,260","386,545,039",25330.61
18043,17210,2010,92111,San Diego,"19,770","32,747,393",1656.42
18044,16697,2010,93292,Visalia,"13,745","904,457,498",65802.66
18046,16677,2010,95386,Waterford,"3,580","158,877,212",44379.11
18016,17454,2010,91767,Pomona,"17,982","626,676,493",34850.21
18047,16906,2010,96150,South LakeTahoe,"5,705","243,266,797",42640.98
18048,17121,2010,95148,San Jose,"19,539","1,261,501,902",64563.28
18049,17010,2010,95051,Santa Clara,"25,066","2,017,787,431",80498.98
18050,17022,2010,93150,Santa Barbara,527,"35,534,761",67428.39
18051,17518,2010,96074,Paskenta,69,"2,271,908",32926.2
18052,17269,2010,92407,San Bernardino,"19,102","769,475,319",40282.45
18053,17634,2010,94601,Oakland,"17,988","572,198,427",31810.01
18035,17447,2010,93257,Porterville,"23,554","32,309,107",1371.7
18034,17002,2010,95065,Santa Cruz,"3,611","256,896,197",71142.67
18033,16978,2010,95406,Santa Rosa,514,"19,753,684",38431.29
18032,17347,2010,94572,Rodeo,"3,654","185,568,927",50785.15
18017,17179,2010,94140,San Francisco,379,"1,262,710,240",3331689.29
18018,16756,2010,92277,Twentynine Palms,"5,744","211,484,286",36818.29
18019,17692,2010,92660,Newport Beach,"17,201","160,793,537",9347.92
18020,17049,2010,94913,San Rafael,165,"8,227,814",49865.54
18021,17338,2010,95975,Rough And Ready,798,"35,329,363",44272.38
18022,16946,2010,96019,Shasta Lake,"3,417","116,929,855",34220.03
18023,17315,2010,95824,Sacramento,"9,893","264,332,198",26719.11
18024,17570,2010,90272,Pacific Palisades,"10,990","3,443,915,268",313368.09
18025,16682,2010,94598,Walnut Creek,"13,021","1,470,875,551",112961.8
18026,17479,2010,92268,PIoneertown,268,"11,597,219",43273.21
18027,17110,2010,95134,San Jose,"7,388","714,865,827",96760.4
18028,17242,2010,92115,San Diego,"20,756","842,116,912",40572.22
18029,16917,2010,95684,Somerset,"1,242","54,077,361",43540.55
18030,17755,2010,91756,Monterey Park,10,"472,555,363",47255536.3
18031,16814,2010,93465,Templeton,"4,196","36,216,435",8631.18
17975,17585,2010,94563,Orinda,"8,805","1,935,462,883",219814.07
17973,17136,2010,92581,San Jacinto,713,"199,566,771",279897.29
18055,16614,2010,95258,Woodbridge,"2,264","145,713,205",64360.96
17915,17359,2010,92517,Riverside,838,"33,838,510",40380.08
17907,16792,2010,90507,Torrance,54,"2,959,966",54814.19
17909,16949,2010,96087,Shasta,482,"22,314,715",46296.09
17910,17576,2010,93030,Oxnard,"24,061","31,973,196",1328.84
17911,17722,2010,94043,Mountain View,"13,835","799,129,816",57761.46
17912,17211,2010,92135,San Diego,70,"4,237,536",60536.23
17913,17590,2010,92868,Orange,"9,704","317,613,155",32730.13
17914,17475,2010,94565,Pittsburg,"33,103","1,454,504,503",43938.75
17916,16760,2010,92781,Tustin,872,"7,595,222",8710.12
17903,16660,2010,95798,West Sacramento,212,"11,499,931",54244.96
17917,17494,2010,95559,Phillipsville,82,"2,558,559",31201.94
17918,17889,2010,90036,Los Angeles,"18,503","1,553,984,297",83985.53
17919,17045,2010,93452,San Simeon,214,"62,070,536",290049.23
17921,16665,2010,91792,West Covina,"12,977","566,651,522",43665.83
17922,17795,2010,94942,Mill Valley,711,"50,420,116",70914.37
17923,18332,2010,93755,Fresno,369,"7,441,895",20167.74
17924,17181,2010,94122,San Francisco,"29,424","9,479,478",322.17
17906,16715,2010,93006,Ventura,812,"738,926,234",910007.68
17902,17196,2010,92191,San Diego,230,"28,327,131",123161.44
17972,16687,2010,91788,Walnut,437,"24,941,337",57074.0
17887,17805,2010,95341,Merecd,"8,904","238,672,174",26805.05
17876,16633,2010,95987,Williams,"2,695","87,178,293",32348.16
