,ID,Year,Zip Code,City,Returns,CA AGI,Avg Income
4090,4650,2016,95301,Atwater,"14,719","726,859,583",49382.4
5002,4076,2016,92832,Fullerton,"11,476","566,724,713",49383.47
5000,3309,2016,92266,Palo Verde,80,"2,636,497",32956.21
4999,4653,2016,93423,Atascadero,"1,228","79,624,970",64841.18
4091,4549,2016,94924,Bolinas,617,"42,353,122",68643.63
4997,3288,2016,91188,Pasadena,25,"2,015,190",80607.6
4092,3968,2016,92544,Hemet,"17,252","806,447,196",46745.14
4093,3714,2016,90019,Los Angeles,"29,499","1,472,842,023",49928.54
4094,4100,2016,93703,Fresno,"11,285","321,175,411",28460.38
4996,4487,2016,95418,Calpella,194,"9,270,241",47784.75
4095,3582,2016,95519,Mckinleyville,"7,361","404,556,464",54959.44
4995,3404,2016,94601,Oakland,"21,979","906,014,498",41221.83
4994,3520,2016,91755,Monterey Park,"14,330","598,772,067",41784.51
4097,4232,2016,94018,El Granada,"1,966","253,844,008",129116.99
4027,3682,2016,90077,Los Angeles,"4,263","1,478,442,019",346807.89
4087,4386,2016,Unallocated,City Unmatched,"1,131","46,155,960",40809.87
4086,3809,2016,95453,Lakeport,"4,697","234,784,547",49986.06
5014,4506,2016,95527,Burnt Ranch,129,"4,674,103",36233.36
5018,4123,2016,93745,Fresno,218,"7,971,100",36564.68
4076,4417,2016,95307,Ceres,"17,682","725,928,352",41054.65
5017,3531,2016,91017,Monrovia,582,"49,576,618",85183.19
5016,4125,2016,93715,Fresno,36,"1,270,370",35288.06
4077,3719,2016,90093,Los Angeles,256,"11,458,407",44759.4
5015,4048,2016,91221,Glendale,277,"23,275,022",84025.35
4078,3751,2016,93545,Lone Pine,811,"43,187,021",53251.57
4079,4468,2016,91305,Canoga Park,75,"2,615,862",34878.16
4080,4337,2016,92625,Corona Del Mar,"6,695","2,003,325,337",299227.09
4085,4665,2016,91077,Arcadia,171,"9,652,966",56450.09
5013,3680,2016,90012,Los Angeles,"11,861","640,117,735",53968.28
5012,4406,2016,96105,Chilcoot,151,"7,951,167",52656.74
5011,3277,2016,93553,Pearblossom,704,"36,808,347",52284.58
5010,3441,2016,94946,Nicasio,308,"61,916,709",201028.28
4081,4285,2016,95316,Denair,"3,028","198,735,172",65632.49
4082,4015,2016,92341,Green Valley Lake,152,"5,331,641",35076.59
4083,3940,2016,93628,Hume,121,"4,731,760",39105.45
4084,4453,2016,92008,Carlsbad,"14,029","1,173,204,910",83627.12
4098,4270,2016,95429,Dos Rios,19,"1,193,852",62834.32
4099,3543,2016,95357,Modesto,"5,709","369,175,709",64665.56
4129,4369,2016,93210,Coalinga,"4,989","251,932,094",50497.51
4100,3482,2016,95247,Murphys,"2,104","128,909,285",61268.67
4985,3690,2016,90039,Los Angeles,"15,105","1,149,952,611",76130.59
4117,4517,2016,91502,Burbank,"5,547","294,836,168",53152.36
4983,4538,2016,93426,Bradley,499,"28,377,015",56867.77
4118,3575,2016,94025,Menlo Park,"19,872","6,365,184,156",320309.19
4119,3908,2016,93527,InyoKern,843,"49,106,901",58252.55
4120,4206,2016,91436,Encino,"9,537","3,470,842,580",363934.42
4122,4275,2016,94505,Discovery Bay,"6,734","655,405,991",97327.89
4123,3414,2016,93645,O Neals,141,"12,848,119",91121.41
4982,3573,2016,92359,Mentone,"3,775","187,633,870",49704.34
4124,3873,2016,95452,Kenwood,811,"93,707,657",115545.82
4125,4586,2016,94710,Berkeley,"3,914","730,872,315",186732.83
4126,4633,2016,93307,Bakersfield,"28,387","876,328,955",30870.78
4981,3705,2016,90037,Los Angeles,"23,815","637,299,713",26760.43
4979,4010,2016,95635,Greenwood,516,"27,456,181",53209.65
4127,4379,2016,95424,ClearLakePark,160,"6,135,331",38345.82
4978,3878,2016,93633,KCNP,34,"1,391,018",40912.29
4128,4322,2016,91724,CoVina,"12,630","835,103,935",66120.66
4977,4257,2016,94568,Dublin,"25,541","3,418,255,796",133834.06
4976,4606,2016,95524,Bayside,971,"88,520,367",91164.13
4116,4528,2016,94005,Brisbane,"2,840","340,536,699",119907.29
4986,4091,2016,93727,Fresno,"28,345","1,248,122,079",44033.24
4115,4401,2016,93610,Chowchilla,"6,029","303,485,482",50337.62
4990,4208,2016,92023,Encinitas,"1,132","89,995,067",79500.94
4101,4364,2016,95613,Coloma,225,"13,384,752",59487.79
3706,4156,2016,92336,Fontana,"40,923","2,302,997,170",56276.35
4102,4660,2016,95004,Aromas,"1,945","144,265,782",74172.64
4992,3426,2016,91328,Northridge,213,"15,592,779",73205.54
4103,4618,2016,93387,Bakersfield,433,"13,751,494",31758.65
4104,4608,2016,92312,Barstow,543,"28,699,652",52853.87
4991,4355,2016,90224,Compton,365,"14,702,645",40281.22
4105,3777,2016,96052,Lewiston,433,"18,090,171",41778.69
4107,4000,2016,91743,Guasti,134,"7,753,227",57859.9
4114,4132,2016,94536,Fremont,"32,288","3,270,475,208",101290.73
4989,4225,2016,90245,El Segundo,"9,588","1,000,689,530",104368.95
4108,3836,2016,90623,La Palma,"7,715","557,328,631",72239.62
4109,3955,2016,95324,Hilmar,"3,078","136,987,329",44505.31
4988,3294,2016,91103,Pasadena,"11,879","950,989,135",80056.33
4110,4347,2016,95228,Copperopolis,"1,824","120,046,091",65814.74
4987,3668,2016,90051,Los Angeles,170,"10,797,649",63515.58
4111,4492,2016,93207,California Hot Springs,84,"3,652,901",43486.92
4113,4654,2016,93203,Arvin,"7,174","200,468,375",27943.74
5008,4561,2016,93514,Bishop,"5,783","330,391,276",57131.47
4018,3856,2016,91011,La Canada Flintridge,"9,664","2,604,839,677",269540.53
4026,3328,2016,92261,Palm Desert,795,"45,428,447",57142.7
3924,4691,2016,92809,Anaheim,286,"27,729,226",96955.34
3920,4256,2016,93218,Ducor,352,"14,141,043",40173.42
3921,3669,2016,90074,Los Angeles,54,"7,137,812",132181.7
3839,3733,2016,96054,Lookout,101,"1,928,384",19092.91
5145,3580,2016,95722,Meadow Vista,"2,379","234,825,386",98707.6
3838,4673,2016,92308,Apple Valley,"15,141","756,814,001",49984.41
3836,3474,2016,91603,North Hollywood,304,"11,630,506",38258.24
3922,4603,2016,96129,Beckwourth,96,"3,986,687",41527.99
3835,3287,2016,91104,Pasadena,"16,537","1,215,526,393",73503.44
3923,4246,2016,92242,Earp,309,"9,381,648",30361.32
3925,3374,2016,93549,Olancha,94,"5,392,713",57369.29
5146,3744,2016,90801,Long Beach,760,"35,310,977",46461.81
5143,3485,2016,91759,Mt Baldy,221,"15,758,385",71304.91
3926,3501,2016,92256,Morongo Valley,"1,364","59,233,176",43426.08
5142,3512,2016,94575,Moraga,36,"2,107,496",58541.56
3834,4490,2016,92233,Calipatria,"1,246","50,276,581",40350.39
3927,4663,2016,95518,Arcata,769,"38,596,649",50190.7
3928,3686,2016,90028,Los Angeles,"15,328","686,254,333",44771.29
3929,4459,2016,95607,Capay,125,"7,296,210",58369.68
5141,4589,2016,94703,Berkeley,"10,485","832,986,416",79445.53
5140,3369,2016,91762,Ontario,"26,081","1,102,045,541",42254.73
3919,3918,2016,90301,Inglewood,"16,417","584,240,311",35587.52
5147,4061,2016,95633,Garden Valley,"1,330","73,881,256",55549.82
5154,3612,2016,95954,Magalia,"4,475","180,637,922",40366.02
3913,4652,2016,93422,Atascadero,"14,232","932,389,213",65513.58
5153,4198,2016,92029,Escondido,"9,019","901,613,415",99968.22
5152,4625,2016,93304,Bakersfield,"17,492","539,107,623",30820.24
3848,4708,2016,91737,Alta Loma,"11,293","995,731,727",88172.47
5151,3727,2016,94023,Los Altos,489,"564,809,356",1155029.36
3847,3437,2016,93444,Nipomo,"9,992","682,485,859",68303.23
5150,3380,2016,92052,Oceanside,738,"37,065,710",50224.54
3912,4032,2016,95443,Glenhaven,78,"2,835,125",36347.76
5149,3595,2016,96120,Markleeville,348,"21,653,174",62221.76
3846,4047,2016,91210,Glendale,160,"29,256,981",182856.13
3845,4014,2016,94904,Greenbrae,"6,224","1,831,333,669",294237.41
3840,4182,2016,92088,Fallbrook,921,"49,725,836",53991.14
3844,4560,2016,93515,Bishop,508,"31,029,201",61081.1
3843,4723,2016,94502,Alameda,"6,956","878,297,335",126264.71
3914,3654,2016,90040,Los Angeles,"5,629","302,016,034",53653.59
3842,3422,2016,90650,Norwalk,"46,678","2,017,074,107",43212.52
3916,3347,2016,93647,Orosi,"4,056","112,612,094",27764.32
3841,3750,2016,95335,Long Barn,126,"5,737,400",45534.92
5148,4578,2016,90212,Beverly Hills,"7,925","2,059,012,556",259812.31
3917,4609,2016,92311,Barstow,"11,152","437,690,407",39247.71
3918,3391,2016,94605,Oakland,"20,359","1,312,483,876",64467.01
3930,3259,2016,95466,Philo,599,"37,352,561",62358.2
3932,4362,2016,95310,Columbia,"1,024","52,610,698",51377.63
3933,4500,2016,92230,Cabazon,913,"28,204,696",30892.33
3818,4139,2016,93225,Frazier Park,"1,964","97,223,012",49502.55
3825,3547,2016,92691,Mission Viejo,"23,989","1,849,233,515",77086.73
3824,3486,2016,94040,Mountain View,"16,931","2,971,073,129",175481.26
3822,3410,2016,95361,Oakdale,"13,960","927,779,864",66459.88
3821,3583,2016,96057,Mccloud,508,"18,854,055",37114.28
5130,3700,2016,90026,Los Angeles,"31,975","1,625,659,724",50841.59
3820,4373,2016,93611,Clovis,"19,920","1,403,619,255",70462.81
3947,4464,2016,94516,Canyon,127,"7,933,093",62465.3
5129,3949,2016,92548,Homeland,"2,437","85,076,938",34910.52
3819,3674,2016,90002,Los Angeles,"19,213","540,575,585",28135.93
3948,3491,2016,94035,Mountain View,86,"8,424,125",97954.94
3934,3523,2016,93943,Monterey,51,"4,493,120",88100.39
3817,4656,2016,90702,Artesia,284,"34,799,297",122532.74
5128,3535,2016,95356,Modesto,"13,847","1,144,173,960",82629.74
3949,3710,2016,90005,Los Angeles,"16,101","806,326,388",50079.27
3816,4028,2016,93118,Goleta,214,"15,644,864",73106.84
3950,3264,2016,94954,Petaluma,"18,344","1,347,549,558",73459.96
3951,4178,2016,92333,Fawnskin,218,"12,792,534",58681.35
3815,3542,2016,95353,Modesto,427,"33,041,008",77379.41
5127,4557,2016,96103,Blairsden-graeagle,734,"39,210,550",53420.37
3814,4271,2016,93620,Dos Palos,"3,607","142,737,128",39572.26
3826,3706,2016,90021,Los Angeles,"1,407","128,192,294",91110.37
5131,4129,2016,93718,Fresno,18,"954,928",53051.56
3828,3315,2016,94304,Palo Alto,"1,973","1,124,997,342",570196.32
3829,3574,2016,94026,Menlo Park,729,"143,444,792",196769.26
5139,3348,2016,92368,Oro Grande,277,"11,058,502",39922.39
3935,4107,2016,93772,Fresno,39,"1,633,950",41896.15
5138,3865,2016,95646,Kirkwood,66,"2,486,380",37672.42
5137,3627,2016,95457,Lower Lake,"1,416","61,622,203",43518.5
3937,3765,2016,93544,Llano,396,"18,793,353",47457.96
5136,3759,2016,95551,Loleta,644,"30,155,631",46825.51
3938,3785,2016,93243,Lebec,586,"28,833,609",49204.11
3939,3570,2016,95343,Merecd,10,"94,386",9438.6
3833,3519,2016,91754,Monterey Park,"17,536","921,804,908",52566.43
5135,4378,2016,95227,Clements,462,"39,412,558",85308.57
3940,3332,2016,91331,Pacoima,"43,543","1,566,170,647",35968.37
5133,4657,2016,90701,Artesia,"7,650","353,880,549",46258.9
3941,3464,2016,91951,National City,601,"22,699,486",37769.53
3832,4358,2016,90223,Compton,66,"2,719,093",41198.38
3943,3565,2016,95461,Middletown,"1,462","67,493,272",46165.03
3831,3336,2016,90272,Pacific Palisades,"10,866","4,988,278,233",459072.17
3830,4620,2016,93385,Bakersfield,206,"6,598,791",32032.97
3944,4332,2016,92628,Costa Mesa,570,"31,995,845",56133.06
3946,3550,2016,91346,Mission Hills,183,"8,440,674",46123.9
3849,3849,2016,94020,La Honda,785,"98,221,373",125122.77
3910,3390,2016,94623,Oakland,311,"18,704,546",60143.23
3952,3506,2016,92556,Moreno Valley,347,"16,636,632",47944.18
3872,4641,2016,93424,Avila Beach,744,"84,612,619",113726.64
5191,4230,2016,91732,El Monte,"25,608","872,821,999",34083.96
5177,4707,2016,91701,Alta Loma,"18,655","1,301,083,675",69744.5
3875,3832,2016,92247,La Quinta,570,"45,510,514",79843.01
3889,4024,2016,95944,Goodyears Bar,16,"667,771",41735.69
5176,4462,2016,91386,Canyon Country,364,"25,059,987",68846.12
3890,3405,2016,94602,Oakland,"14,677","1,349,672,087",91958.31
3874,3606,2016,90266,Manhattan Beach,"17,253","4,877,165,618",282685.08
3891,4427,2016,95012,Castroville,"5,161","196,804,167",38132.95
3873,4278,2016,95619,Diamond Springs,"2,537","132,578,417",52257.95
3871,4195,2016,92030,Escondido,583,"26,243,792",45015.08
3876,4064,2016,92846,Garden Grove,157,"14,315,887",91183.99
3892,3655,2016,90062,Los Angeles,"14,095","452,583,812",32109.53
3893,3945,2016,95546,Hoopa,797,"21,929,327",27514.84
3870,4409,2016,95927,Chico,"1,568","97,964,625",62477.44
3869,3772,2016,96117,Litchfield,137,"7,272,391",53083.15
3868,3379,2016,92054,Oceanside,"18,388","945,577,823",51423.64
5175,4346,2016,93212,Corcoran,"4,952","176,508,025",35643.79
5174,3749,2016,90815,Long Beach,"19,261","1,623,048,858",84266.07
3894,4635,2016,93312,Bakersfield,"23,591","1,859,836,156",78836.68
3895,3538,2016,95358,Modesto,"12,305","586,015,571",47624.18
3888,4239,2016,92022,El Cajon,449,"23,721,011",52830.76
5178,3480,2016,92563,Murrieta,"26,653","1,685,386,686",63234.41
5155,3341,2016,93030,Oxnard,"25,367","1,270,937,409",50102.0
3883,4309,2016,95015,Cupertino,654,"89,280,624",136514.72
5184,3622,2016,90262,Lynwood,"27,583","919,572,774",33338.39
5185,3966,2016,95638,Herald,"1,035","77,530,013",74908.23
3882,4541,2016,95006,Boulder Creek,"4,361","355,158,415",81439.67
3879,3611,2016,90263,Malibu,94,"2,412,467",25664.54
